ibge_code,year,start_week,peak_week,end_week,duration,total_duration,peak_value
421000,2024,8,21,23,14,16,21
421003,2024,12,18,22,7,11,21
421020,2024,15,19,22,5,8,9
421055,2024,11,15,21,5,11,19
421060,2024,10,21,24,12,15,76
421090,2024,14,19,22,6,9,34
421100,2024,13,17,20,5,8,114
421130,2023,13,20,24,8,12,510
421130,2024,6,16,21,11,16,1496
421140,2024,9,20,20,12,12,237
421145,2024,16,21,21,6,6,46
421150,2023,14,19,20,6,7,34
421150,2024,8,15,21,8,14,188
421165,2024,12,17,21,6,10,321
421180,2024,14,21,21,8,8,31
421190,2023,4,15,22,12,19,799
421200,2024,11,20,23,10,13,44
421223,2024,17,20,22,4,6,68
421225,2024,14,15,21,2,8,36
421227,2024,11,16,16,6,6,1
421230,2023,13,18,23,6,11,10
421250,2023,13,20,24,8,12,47
421250,2024,3,15,20,13,18,217
421280,2023,13,19,25,7,13,48
421280,2024,5,16,18,12,14,322
421290,2024,9,19,22,11,14,278
421310,2024,14,19,21,6,8,45
421315,2024,12,21,23,10,12,82
421320,2024,8,15,21,8,14,89
421340,2024,13,15,19,3,7,10
421350,2023,13,15,25,3,13,51
421350,2024,8,16,21,9,14,211
421360,2024,12,21,22,10,11,56
421370,2024,17,19,22,3,6,12
421415,2024,14,19,21,6,8,43
421420,2023,11,15,20,5,10,189
421420,2024,16,17,21,2,6,144
421470,2024,11,17,21,7,11,11
421480,2024,13,18,22,6,10,8
421507,2024,13,20,21,8,9,169
421510,2024,9,20,22,12,14,50
421570,2023,10,15,24,6,15,87
421575,2024,14,20,23,7,10,38
421600,2024,11,17,21,7,11,960
421610,2024,13,21,23,9,11,720
421620,2023,12,15,24,4,13,9
421620,2024,7,19,21,13,15,643
421625,2024,13,16,21,4,9,116
421630,2023,12,17,22,6,11,80
421630,2024,4,15,21,12,18,590
421635,2024,12,14,22,3,11,12
421660,2023,9,17,22,9,14,1923
421690,2024,8,17,21,10,14,459
421700,2023,15,20,22,6,8,11
421720,2024,11,20,21,10,11,135
421725,2023,13,19,21,7,9,21
421730,2023,13,17,21,5,9,96
421740,2024,12,20,24,9,13,192
421755,2024,13,19,21,7,9,28
421800,2023,13,13,13,1,1,14
421800,2023,15,21,25,7,11,34
421800,2024,2,10,19,9,18,285
421820,2024,7,20,23,14,17,492
421850,2024,10,13,16,4,7,28
421875,2024,13,19,21,7,9,70
421885,2023,12,15,20,4,9,73
421950,2024,14,16,21,3,8,318
421970,2024,9,14,21,6,13,111
430030,2024,6,14,21,9,16,152
430040,2023,18,22,24,5,7,23
430045,2024,8,17,21,10,14,56
430050,2024,10,20,21,11,12,65
430060,2024,8,17,26,10,19,322
430064,2024,14,20,21,7,8,80
430070,2023,9,16,18,8,10,25
430087,2024,13,21,21,9,9,4
430120,2024,13,19,22,7,10,23
430150,2023,11,19,21,9,11,80
430155,2024,16,19,23,4,8,3
430170,2024,10,16,18,7,9,50
430185,2023,48,51,52,4,5,77
430185,2024,1,6,6,6,6,94
430195,2024,14,17,22,4,9,27
430222,2024,12,14,21,3,10,7
430235,2024,10,14,16,5,7,2
430237,2024,8,16,20,9,13,105
430250,2024,13,16,19,4,7,37
430258,2024,15,17,20,3,6,16
430260,2024,7,16,20,10,14,141
430270,2024,13,17,21,5,9,74
430300,2024,8,16,21,9,14,24
430310,2023,12,15,23,4,12,171
430310,2024,9,17,23,9,15,3705
430330,2024,11,21,21,11,11,10
430340,2024,8,14,21,7,14,128
430370,2024,8,17,21,10,14,189
430390,2024,8,16,22,9,15,646
430400,2024,7,17,20,11,14,230
430420,2024,12,21,21,10,10,70
430430,2024,7,17,20,11,14,33
430460,2024,5,15,21,11,17,342
430463,2024,13,17,22,5,10,1
430468,2024,6,12,18,7,13,76
430490,2024,13,17,18,5,6,5
430500,2023,13,13,13,1,1,0
430500,2023,15,19,27,5,13,17
430500,2024,8,17,21,10,14,87
430520,2024,3,11,20,9,18,595
430530,2024,14,19,21,6,8,77
430540,2024,11,21,21,11,11,41
430550,2024,13,14,22,2,10,2
430570,2024,8,19,20,12,13,293
430587,2023,13,19,21,7,9,15
430587,2024,9,15,20,7,12,87
430590,2024,8,19,21,12,14,137
430597,2024,11,17,18,7,8,7
430600,2024,5,13,20,9,16,374
430610,2024,8,20,21,13,14,819
430632,2024,1,11,16,11,16,139
430635,2024,9,17,19,9,11,10
430642,2024,9,15,22,7,14,43
430670,2024,14,15,19,2,6,3
430673,2024,7,16,20,10,14,224
430675,2023,12,16,18,5,7,11
430680,2023,4,14,21,11,18,292
430692,2024,12,17,17,6,6,4
430693,2023,16,21,22,6,7,4
430693,2024,10,19,21,10,12,63
430697,2024,14,15,21,2,8,8
430720,2024,12,15,17,4,6,13
430730,2024,8,19,22,12,15,129
430745,2024,5,5,5,1,1,1
430745,2024,7,15,21,9,15,94
430750,2024,14,20,23,7,10,26
430760,2024,8,17,19,10,12,266
430770,2024,9,20,27,12,19,313
430780,2023,11,16,24,6,14,61
430780,2024,8,16,18,9,11,126
430783,2024,12,17,21,6,10,79
430800,2024,8,16,16,9,9,8
430810,2024,11,16,17,6,7,36
430845,2024,11,16,21,6,11,19
430850,2024,3,12,20,10,18,970
430865,2024,16,19,22,4,7,9
430870,2024,10,17,21,8,12,31
430900,2024,7,20,21,14,15,305
430910,2024,7,15,17,9,11,17
430920,2024,10,20,23,11,14,96
430940,2023,15,19,20,5,6,4
430950,2024,6,15,20,10,15,96
430955,2024,15,21,22,7,8,20
430960,2024,13,15,21,3,9,340
430970,2024,9,19,20,11,12,322
431000,2023,9,15,21,7,13,139
431020,2023,9,17,23,9,15,791
431020,2024,14,20,21,7,8,485
431033,2024,10,17,21,8,12,19
431040,2023,15,21,23,7,9,10
431040,2024,5,15,18,11,14,482
431041,2024,9,15,22,7,14,57
431050,2023,52,52,52,1,1,1
431050,2024,2,16,20,15,19,278
431053,2023,16,17,22,2,7,8
431053,2024,9,10,14,2,6,5
431080,2023,12,16,22,5,11,47
431080,2024,12,15,18,4,7,7
431110,2023,13,16,23,4,11,26
431115,2023,8,13,17,6,10,45
431142,2024,18,18,23,1,6,36
431160,2024,10,17,20,8,11,188
431162,2023,13,15,21,3,9,1
431170,2023,11,14,19,4,9,5
431180,2023,13,20,21,8,9,16
431180,2024,13,16,22,4,10,20
431220,2024,12,20,21,9,10,7
431230,2024,6,15,21,10,16,111
431240,2024,13,15,20,3,8,45
431242,2023,15,16,24,2,10,7
431247,2024,12,12,20,1,9,0
431260,2023,11,16,21,6,11,13
431265,2023,7,15,22,9,16,139
431270,2024,12,21,24,10,13,16
431300,2023,12,12,18,1,7,8
431301,2024,12,17,21,6,10,86
431306,2024,7,16,21,10,15,45
431310,2023,13,16,23,4,11,34
431310,2024,12,14,17,3,6,40
431337,2024,5,15,18,11,14,18
431340,2024,4,16,21,13,18,2949
431342,2024,13,19,21,7,9,9
431344,2024,16,16,21,1,6,11
431349,2023,13,15,21,3,9,64
431349,2024,14,19,21,6,8,131
431360,2024,12,17,21,6,10,14
431370,2024,9,20,20,12,12,696
431380,2024,8,19,20,12,13,165
431390,2024,10,19,21,10,12,90
431405,2024,10,20,20,11,11,151
431410,2023,13,20,21,8,9,78
431410,2024,10,20,21,11,12,303
431415,2024,12,17,20,6,9,46
431430,2024,14,17,21,4,8,5
431449,2024,3,10,18,8,16,59
431455,2024,14,20,21,7,8,6
431470,2024,13,21,21,9,9,540
431478,2024,12,15,17,4,6,40
431480,2024,8,16,21,9,14,389
431490,2023,14,20,22,7,9,633
431490,2024,7,17,22,11,16,2007
431500,2024,4,15,20,12,17,289
431505,2024,12,14,20,3,9,190
431507,2024,9,20,21,12,13,57
431510,2024,7,16,21,10,15,119
431535,2023,16,16,22,1,7,4
431540,2024,4,4,4,1,1,11
431540,2024,6,12,19,7,14,216
431555,2024,14,19,21,6,8,8
431580,2023,11,17,21,7,11,32
431595,2024,8,20,20,13,13,11
431600,2024,12,19,23,8,12,31
431610,2024,15,20,23,6,9,23
431630,2024,10,19,21,10,12,96
431642,2024,10,18,21,9,12,66
431643,2024,15,21,21,7,7,2
431645,2024,14,20,25,7,12,23
431647,2024,8,17,20,10,13,165
431660,2023,10,13,18,4,9,37
431660,2024,13,19,21,7,9,43
431675,2024,15,17,21,3,7,44
431680,2024,9,19,20,11,12,199
431690,2023,11,21,25,11,15,480
431690,2024,7,17,21,11,15,342
431720,2024,6,14,20,9,15,4604
431750,2024,9,17,21,9,13,556
431760,2024,13,14,20,2,8,10
431770,2024,3,7,8,5,6,7
431770,2024,12,12,18,1,7,8
431775,2024,10,14,16,5,7,11
431780,2024,6,19,21,14,16,261
431790,2024,6,19,22,14,17,255
431800,2024,7,20,22,14,16,126
431845,2024,15,19,21,5,7,57
431848,2024,12,13,21,2,10,1
431849,2024,11,19,21,9,11,65
431870,2024,4,16,18,13,15,2704
431890,2024,7,20,21,14,15,157
431910,2024,7,19,21,13,15,932
431915,2024,11,20,25,10,15,38
431920,2024,11,17,19,7,9,28
431930,2024,6,15,20,10,15,156
431936,2024,10,14,17,5,8,30
431937,2024,8,19,21,12,14,55
431940,2023,15,17,22,3,8,4
431950,2024,9,16,21,8,13,41
431960,2024,13,20,21,8,9,31
431971,2023,13,14,19,2,7,5
431973,2024,8,18,21,11,14,41
431990,2024,10,17,20,8,11,161
432000,2024,7,17,25,11,19,387
432010,2024,10,19,22,10,13,706
432020,2024,12,19,21,8,10,132
432023,2024,10,20,21,11,12,127
432030,2023,12,15,21,4,10,15
432030,2024,13,19,21,7,9,26
432032,2024,10,17,21,8,12,105
432040,2024,7,17,20,11,14,182
432057,2024,11,20,22,10,12,30
432065,2024,11,16,17,6,7,4
432080,2024,11,18,21,8,11,54
432090,2023,13,16,20,4,8,66
432090,2024,15,15,21,1,7,36
432100,2023,15,21,22,7,8,7
432100,2024,13,20,22,8,10,81
432120,2024,12,20,26,9,15,81
432132,2024,7,15,21,9,15,43
432140,2023,52,52,52,1,1,13
432140,2024,1,5,14,5,14,450
432145,2024,11,17,20,7,10,133
432147,2024,5,14,20,10,16,265
432150,2024,11,11,23,1,13,8
432160,2024,11,15,21,5,11,6
432170,2024,13,21,21,9,9,34
432180,2023,13,17,17,5,5,28
432180,2023,20,20,23,1,4,53
432180,2024,4,15,21,12,18,626
432190,2024,3,11,19,9,17,1092
432195,2024,13,21,22,9,10,68
432210,2024,11,19,21,9,11,128
432220,2024,11,11,19,1,9,5
432225,2024,13,13,21,1,9,0
432230,2024,8,16,21,9,14,49
432234,2024,13,17,21,5,9,14
432240,2024,11,12,19,2,9,55
432260,2024,10,20,21,11,12,502
432270,2024,7,17,21,11,15,896
432285,2023,14,16,19,3,6,1
432300,2024,12,15,22,4,11,80
432310,2024,6,6,6,1,1,7
432310,2024,9,15,21,7,13,141
432320,2024,12,20,22,9,11,10
432350,2024,4,4,4,1,1,10
432350,2024,6,16,21,11,16,128
432370,2023,52,52,52,1,1,2
432370,2024,1,9,16,9,16,87
432375,2024,13,17,22,5,10,86
500020,2023,2,5,7,4,6,53
500020,2023,9,10,15,2,7,76
500025,2023,5,12,15,8,11,25
500060,2024,9,16,20,8,12,93
500070,2023,3,11,15,9,13,52
500080,2023,8,15,18,8,11,39
500090,2023,9,13,17,5,9,13
500110,2023,9,13,15,5,7,55
500124,2024,1,6,7,6,7,32
500190,2023,10,13,21,4,12,40
500200,2023,2,4,13,3,12,117
500210,2023,2,12,18,11,17,164
500215,2023,1,15,16,15,16,11
500220,2023,1,4,7,4,7,156
500230,2023,8,11,19,4,12,58
500240,2023,5,17,22,13,18,185
500240,2024,14,21,22,8,9,144
500280,2023,1,3,5,3,5,44
500280,2023,7,11,13,5,7,32
500290,2023,2,13,17,12,16,93
500295,2024,1,10,17,10,17,1867
500315,2023,8,15,21,8,14,22
500315,2024,4,14,16,11,13,208
500320,2023,4,10,13,7,10,92
500325,2023,15,20,25,6,11,36
500325,2024,1,17,21,17,21,127
500350,2023,14,20,21,7,8,36
500375,2023,10,17,22,8,13,48
500380,2023,13,15,20,3,8,57
500400,2023,9,15,16,7,8,23
500410,2023,1,4,7,4,7,20
500430,2023,12,17,17,6,6,8
500430,2024,8,18,22,11,15,57
500450,2023,3,15,18,13,16,81
500460,2023,12,17,20,6,9,24
500460,2024,15,21,22,7,8,41
500470,2023,9,15,23,7,15,272
500480,2023,15,19,23,5,9,63
500480,2024,7,19,21,13,15,48
500490,2023,2,7,9,6,8,41
500490,2023,13,14,19,2,7,29
500500,2023,2,4,7,3,6,134
500500,2023,9,13,21,5,13,288
500515,2023,8,17,21,10,14,30
500515,2024,11,20,20,10,10,38
500520,2023,2,7,14,6,13,52
500525,2023,7,15,22,9,16,35
500540,2023,4,15,21,12,18,340
500568,2024,6,19,19,14,14,669
500570,2023,9,21,25,13,17,452
500570,2024,12,19,21,8,10,376
500625,2023,10,20,23,11,14,41
500627,2024,7,15,21,9,15,15
500635,2024,1,8,11,8,11,31
500640,2023,9,15,15,7,7,3
500660,2023,9,15,20,7,12,349
500660,2024,9,16,20,8,12,634
500690,2023,1,1,1,1,1,34
500720,2023,8,12,15,5,8,44
500740,2023,1,3,12,3,12,45
500770,2024,8,12,15,5,8,116
500790,2023,6,15,16,10,11,159
500793,2023,6,12,17,7,12,43
500795,2024,6,8,11,3,6,27
500797,2023,12,18,19,7,8,20
500830,2023,9,13,18,5,10,669
500840,2023,11,18,22,8,12,59
510020,2023,4,9,10,6,7,92
510035,2024,13,14,20,2,8,50
510040,2024,15,16,27,2,13,13
510050,2024,10,14,16,5,7,32
510060,2024,11,20,21,10,11,100
510080,2023,11,15,18,5,8,5
510100,2024,11,17,18,7,8,3
510100,2024,25,26,27,2,3,2
510125,2023,13,15,20,3,8,22
510125,2023,22,26,27,5,6,10
510125,2024,16,21,26,6,11,61
510130,2024,15,17,22,3,8,107
510140,2023,1,2,2,2,2,13
510170,2024,9,19,21,11,13,186
510180,2024,7,8,13,2,7,33
510250,2023,7,15,21,9,15,21
510250,2024,11,19,27,9,17,752
510260,2023,18,21,23,4,6,26
510267,2023,7,13,24,7,18,93
510267,2023,47,51,52,5,6,97
510267,2024,1,5,12,5,12,287
510268,2023,7,17,27,11,21,17
510279,2024,3,12,12,10,10,35
510285,2023,10,16,21,7,12,27
510285,2024,11,18,19,8,9,21
510310,2024,3,9,11,7,9,38
510320,2023,2,5,8,4,7,115
510330,2023,5,15,20,11,16,120
510336,2023,20,25,26,6,7,27
510336,2024,16,20,21,5,6,48
510337,2023,2,5,13,4,12,25
510360,2024,8,12,13,5,6,28
510390,2024,5,11,12,7,8,30
510460,2023,2,6,10,5,9,101
510480,2024,7,12,14,6,8,14
510510,2023,4,6,9,3,6,35
510515,2023,2,9,12,8,11,108
510517,2023,5,7,21,3,17,37
510523,2024,19,26,27,8,9,150
510615,2023,1,3,4,3,4,34
510618,2024,9,15,18,7,10,32
510620,2024,6,12,12,7,7,14
510622,2024,11,17,25,7,15,91
510623,2024,14,19,21,6,8,104
510625,2023,1,7,10,7,10,25
510626,2024,12,23,25,12,14,42
510629,2024,6,8,13,3,8,83
510630,2023,8,21,24,14,17,33
510630,2024,11,17,21,7,11,46
510637,2023,5,5,12,1,8,0
510637,2023,16,22,23,7,8,8
510637,2024,5,8,10,4,6,2
510642,2023,48,52,52,5,5,4
510642,2024,1,12,12,12,12,14
510670,2023,3,11,12,9,10,24
510675,2023,8,13,19,6,12,39
510675,2024,2,12,23,11,22,94
510682,2023,10,10,15,1,6,7
510682,2023,17,21,31,5,15,25
510700,2023,1,8,11,8,11,10
510704,2023,1,13,20,13,20,136
510704,2024,14,19,21,6,8,142
510706,2024,8,14,14,7,7,66
510710,2024,16,20,21,5,6,92
510715,2023,13,16,19,4,7,10
510729,2023,1,1,7,1,7,1
510740,2024,5,10,20,6,16,15
510757,2023,6,10,16,5,11,5
510760,2023,7,14,25,8,19,159
510776,2024,22,23,27,2,6,18
510780,2023,12,13,17,2,6,22
510787,2023,4,13,19,10,16,85
510788,2023,8,10,15,3,8,9
510795,2023,15,17,20,3,6,27
510795,2024,1,12,14,12,14,960
510805,2024,1,8,17,8,17,26
510810,2023,8,11,16,4,9,9
510880,2023,49,52,52,4,4,49
510880,2024,1,3,6,3,6,78
520005,2024,8,15,18,8,11,40
520010,2024,8,18,21,11,14,223
520013,2024,8,17,21,10,14,581
520017,2024,4,10,11,7,8,12
520020,2024,8,11,23,4,16,33
520025,2023,46,51,52,6,7,819
520025,2024,1,3,11,3,11,714
520030,2024,2,11,18,10,17,484
520055,2024,7,8,12,2,6,16
520060,2024,2,15,23,14,22,34
520080,2024,4,17,20,14,17,19
520082,2024,3,6,10,4,8,22
520085,2024,17,17,23,1,7,3
520090,2024,6,12,12,7,7,2
520110,2024,2,19,21,18,20,7560
520130,2024,14,19,21,6,8,46
520140,2024,4,17,20,14,17,372
520150,2024,7,9,17,3,11,7
520215,2023,11,20,20,10,10,34
520215,2024,16,23,27,8,12,48
520260,2024,1,4,10,4,10,78
520280,2024,16,20,23,5,8,29
520320,2024,5,12,21,8,17,178
520340,2024,6,9,12,4,7,17
520380,2024,4,14,18,11,15,53
520396,2024,6,11,16,6,11,38
520400,2024,9,12,15,4,7,21
520440,2024,4,5,10,2,7,21
520450,2024,5,9,20,5,16,272
520470,2024,2,6,14,5,13,25
520480,2024,14,16,20,3,7,31
520485,2024,5,18,22,14,18,169
520490,2024,6,14,21,9,16,23
520500,2024,9,17,21,9,13,90
520505,2023,9,9,17,1,9,2
520505,2024,15,19,21,5,7,9
520510,2024,4,15,21,12,18,36
520530,2024,2,12,18,11,17,90
520540,2024,4,10,23,7,20,24
520545,2024,18,24,25,7,8,22
520547,2024,14,20,21,7,8,96
520549,2024,2,9,15,8,14,1485
520551,2024,2,6,17,5,16,167
520552,2024,2,20,21,19,20,6
520580,2024,14,18,21,5,8,14
520590,2024,15,19,20,5,6,10
520620,2024,2,12,21,11,20,537
520630,2024,12,19,21,8,10,12
520640,2024,7,11,18,5,12,46
520660,2024,15,17,21,3,7,11
520670,2024,3,11,19,9,17,72
520710,2024,9,17,22,9,14,6
520753,2024,14,23,24,10,11,34
520780,2024,17,20,26,4,10,109
520790,2024,12,16,21,5,10,23
520800,2024,4,16,22,13,19,145
520815,2024,12,19,21,8,10,161
520830,2024,11,18,19,8,9,52
520840,2024,10,12,21,3,12,162
520860,2024,11,15,22,5,12,335
520870,2024,4,17,21,14,18,1226
520880,2024,10,16,18,7,9,161
520890,2024,11,16,20,6,10,327
520910,2024,15,19,20,5,6,126
520920,2024,14,15,21,2,8,38
520929,2024,14,17,19,4,6,22
520940,2024,4,9,14,6,11,25
520960,2024,16,21,25,6,10,27
520970,2024,11,11,17,1,7,26
520980,2024,6,10,11,5,6,18
520980,2024,13,16,19,4,7,20
520990,2024,3,9,14,7,12,181
520995,2024,9,17,21,9,13,41
521000,2024,15,21,23,7,9,415
521010,2024,11,17,21,7,11,247
521015,2024,2,5,11,4,10,34
521020,2024,2,9,21,8,20,174
521030,2024,16,21,22,6,7,28
521080,2024,14,19,19,6,6,24
521090,2024,7,16,19,10,13,207
521120,2024,5,18,23,14,19,462
521140,2024,10,19,21,10,12,179
521160,2024,5,15,15,11,11,38
521180,2024,8,16,23,9,16,202
521205,2024,5,19,21,15,17,114
521230,2024,7,19,21,13,15,195
521250,2024,2,9,20,8,19,167
521270,2024,9,19,20,11,12,47
521280,2023,50,51,52,2,3,7
521280,2024,1,2,9,2,9,14
521290,2024,12,15,19,4,8,8
521295,2024,5,11,16,7,12,13
521300,2024,14,19,21,6,8,45
521305,2024,2,11,12,10,11,32
521308,2024,5,11,11,7,7,9
521308,2024,13,15,21,3,9,9
521310,2024,4,9,21,6,18,853
521370,2024,6,19,19,14,14,77
521375,2024,14,19,21,6,8,75
521385,2024,10,17,23,8,14,67
521400,2024,10,21,21,12,12,45
521405,2024,4,6,12,3,9,18
521440,2024,6,14,17,9,12,164
521450,2024,14,17,23,4,10,158
521460,2024,5,10,20,6,16,50
521480,2024,8,11,18,4,11,102
521483,2024,8,15,15,8,8,105
521486,2024,8,14,20,7,13,300
521490,2024,10,20,23,11,14,16
521523,2023,11,15,21,5,11,17
521523,2024,1,8,18,8,18,922
521525,2024,8,14,16,7,9,48
521530,2024,2,16,20,15,19,53
521540,2023,7,13,17,7,11,40
521550,2024,3,5,12,3,10,13
521560,2023,52,52,52,1,1,0
521560,2024,1,9,15,9,15,199
521565,2024,9,15,23,7,15,26
521570,2024,8,19,23,12,16,248
521590,2024,13,16,22,4,10,28
521640,2024,8,16,18,9,11,113
521645,2024,3,10,14,8,12,20
521680,2024,14,18,20,5,7,82
521710,2024,12,20,21,9,10,19
521730,2024,4,17,17,14,14,200
521740,2024,8,16,23,9,16,121
521760,2024,3,17,19,15,17,569
521805,2023,11,15,16,5,6,5
521805,2024,9,11,20,3,12,7
521830,2024,12,15,20,4,9,66
521860,2024,3,9,17,7,15,17
521878,2024,9,15,21,7,13,10
521880,2024,9,19,24,11,16,1853
521890,2024,8,17,21,10,14,268
521900,2024,2,5,13,4,12,174
521900,2024,15,16,20,2,6,92
521910,2024,15,19,23,5,9,11
521935,2024,3,8,10,6,8,48
521950,2024,14,16,23,3,10,16
521960,2024,8,9,13,2,6,4
521971,2024,9,12,18,4,10,88
521973,2024,8,8,20,1,13,10
521975,2024,3,6,19,4,17,71
521980,2024,3,9,13,7,11,235
521990,2024,8,12,14,5,7,56
522000,2024,11,16,23,6,13,26
522005,2024,6,11,15,6,10,103
522010,2024,6,16,21,11,16,311
522015,2024,5,14,20,10,16,9
522020,2023,15,21,22,7,8,16
522020,2024,2,9,12,8,11,31
522028,2023,6,9,11,4,6,19
522045,2024,6,11,11,6,6,36
522060,2024,9,17,22,9,14,183
522068,2024,6,13,13,8,8,17
522070,2024,4,8,11,5,8,49
522100,2024,15,20,21,6,7,12
522108,2024,3,19,20,17,18,18
522119,2024,5,16,17,12,13,12
522130,2024,6,11,15,6,10,2
522140,2024,4,16,21,13,18,430
522160,2023,51,51,52,1,2,1
522160,2024,1,6,13,6,13,32
522180,2024,15,18,20,4,6,32
522185,2023,51,52,52,2,2,9
522185,2024,1,10,17,10,17,280
522200,2024,6,19,21,14,16,570
522205,2024,8,8,13,1,6,20
522205,2024,15,19,20,5,6,30
522230,2024,3,8,11,6,9,41
530010,2023,49,52,52,4,4,3623
530010,2024,1,9,17,9,17,33505
